,Favorite-BatAge,Favorite-R/G,Favorite-PA,Favorite-AB,Favorite-H,Favorite-2B,Favorite-3B,Favorite-HR,Favorite-BB,Favorite-SO,Favorite-BA,Favorite-OBP,Favorite-SLG,Favorite-OPS,Favorite-TB,Favorite-HBP,Favorite-LOB,Result,Distance,BatAge,R/G,PA,AB,H,2B,3B,HR,BB,SO,BA,OBP,SLG,OPS,TB,HBP,LOB,ERA_Starting,ERA_Opposing,CG_Starting,CG_Opposing,IP_Starting,IP_Opposing,ERA+_Starting ,ERA+_Opposing,FIP_Starting,FIP_Opposing
127,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1096.82,28.0,4.69,6200,5498,1369,248,9,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,3.95,2.75,1.1,0.97,40.0,231.0,0.0,0.0,41.0,196.1
128,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1096.82,28.0,4.69,6200,5498,1369,248,9,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,2.5,3.7,0.89,1.27,326.0,52.0,0.0,0.0,212.1,48.2
129,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1096.82,28.0,4.69,6200,5498,1369,248,9,205,525,1380,0.249,0.321,0.409,0.73,2250,80,1101,3.98,3.35,1.34,1.41,140.0,136.0,0.0,0.0,167.1,174.2
130,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,1260.34,27.1,4.42,6195,5475,1415,274,43,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.58,4.29,0.8,1.27,300.0,147.0,1.0,0.0,223.0,107.0
131,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,27.1,4.42,6195,5475,1415,274,43,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,2.5,3.05,0.89,1.08,326.0,240.0,0.0,0.0,212.1,194.2
132,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,27.1,4.42,6195,5475,1415,274,43,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,4.7,1.78,1.23,0.89,82.0,76.0,0.0,0.0,74.2,60.2
133,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,1260.34,27.1,4.42,6195,5475,1415,274,43,150,540,1388,0.258,0.33299999999999996,0.406,0.74,2225,101,1156,3.98,3.85,1.34,1.05,140.0,114.0,0.0,0.0,167.1,133.1
103,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2624.74,28.0,5.02,6255,5579,1407,322,20,227,550,1381,0.252,0.325,0.439,0.764,2450,76,1085,3.74,3.76,1.31,1.19,153.0,100.0,0.0,0.0,204.2,110.0
104,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-2095.92,26.8,3.81,6059,5486,1289,250,30,162,471,1523,0.235,0.297,0.38,0.677,2085,31,1028,3.86,7.05,1.17,1.88,142.0,39.0,0.0,0.0,128.1,44.2
105,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2095.92,26.8,3.81,6059,5486,1289,250,30,162,471,1523,0.235,0.297,0.38,0.677,2085,31,1028,2.88,5.42,1.03,1.75,276.0,38.0,1.0,0.0,200.1,73.0
106,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2095.92,26.8,3.81,6059,5486,1289,250,30,162,471,1523,0.235,0.297,0.38,0.677,2085,31,1028,3.13,3.59,1.16,1.2349999999999999,201.0,61.0,0.0,0.0,167.0,74.6
107,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.74,3.76,1.31,1.1,153.0,208.0,0.0,1.0,204.2,160.1
108,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.86,1.8,1.17,2.0,142.0,5.0,0.0,0.0,128.1,5.0
109,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.88,4.36,1.03,1.3,276.0,119.0,1.0,0.0,200.1,185.2
110,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.13,4.0,1.16,1.22,201.0,145.0,0.0,0.0,167.0,166.2
111,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.74,3.76,1.31,1.1,153.0,208.0,0.0,1.0,204.2,160.1
112,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.86,3.72,1.17,1.18,142.0,130.0,0.0,0.0,128.1,162.0
113,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.88,3.76,1.03,1.1,276.0,208.0,1.0,1.0,200.1,160.1
114,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.13,4.36,1.16,1.3,201.0,119.0,0.0,0.0,167.0,185.2
115,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.74,3.72,1.31,1.18,153.0,130.0,0.0,0.0,204.2,162.0
116,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.52,3.76,0.9,1.1,290.0,208.0,1.0,1.0,214.0,160.1
117,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.88,4.36,1.03,1.3,276.0,119.0,1.0,0.0,200.1,185.2
118,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.13,3.72,1.16,1.18,201.0,130.0,0.0,0.0,167.0,162.0
119,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.74,6.5,1.31,1.4,153.0,33.0,0.0,0.0,204.2,45.2
120,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.88,5.55,1.03,1.4,276.0,125.0,1.0,0.0,200.1,155.2
121,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.46,3.99,1.17,1.15,96.0,56.0,0.0,0.0,65.0,56.1
122,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.13,4.0,1.16,1.22,201.0,145.0,0.0,0.0,167.0,166.2
123,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,2.19,3.72,1.24,1.18,34.0,130.0,0.0,0.0,37.0,162.0
125,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,0,-3039.78,29.8,4.18,6087,5513,1402,256,32,176,430,1221,0.254,0.314,0.408,0.722,2250,70,1084,3.74,2.16,1.31,1.8,153.0,4.0,0.0,0.0,204.2,8.1
126,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2640.91,29.8,3.72,6113,5541,1324,255,30,133,448,1467,0.239,0.3,0.368,0.667,2038,49,1101,2.88,4.49,1.03,1.3,276.0,130.0,1.0,0.0,200.1,160.1
127,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,-2640.91,29.8,3.72,6113,5541,1324,255,30,133,448,1467,0.239,0.3,0.368,0.667,2038,49,1101,2.52,6.25,0.9,1.63,290.0,30.0,1.0,0.0,214.0,44.2
128,28.2,4.92,6146.0,5453.0,1390.0,278.0,18.0,205.0,565.0,1197.0,0.255,0.32899999999999996,0.425,0.754,2319.0,61.0,1052.0,1,2640.91,29.8,3.72,6113,5541,1324,255,30,133,448,1467,0.239,0.3,0.368,0.667,2038,49,1101,3.13,2.81,1.16,1.13,201.0,89.0,0.0,0.0,167.0,118.1
106,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,2157.08,26.6,4.26,6133,5535,1382,287,36,174,494,1417,0.25,0.315,0.409,0.723,2263,47,1079,5.22,3.54,1.43,1.21,146.0,184.0,0.0,0.0,153.1,168.0
107,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,2.9,4.36,1.12,1.29,125.0,78.0,0.0,0.0,145.2,86.2
108,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.25,4.35,1.3,1.26,132.0,16.0,0.0,0.0,118.2,31.0
109,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,3.62,2.98,1.19,1.1,163.0,156.0,0.0,0.0,146.2,136.0
110,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.77,5.12,1.33,1.27,98.0,137.0,0.0,0.0,109.1,160.0
111,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,3.62,2.98,1.19,1.1,163.0,156.0,0.0,0.0,146.2,136.0
112,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.77,5.12,1.33,1.27,98.0,137.0,0.0,0.0,109.1,160.0
113,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,5.22,5.72,1.43,1.52,146.0,94.0,0.0,0.0,153.1,130.2
114,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.77,4.36,1.33,1.29,98.0,78.0,0.0,0.0,109.1,86.2
115,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.25,3.81,1.3,1.425,132.0,24.5,0.0,0.0,118.2,37.05
116,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,5.8,5.12,1.51,1.27,69.0,137.0,0.0,0.0,54.1,160.0
117,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.25,5.12,1.3,1.27,132.0,137.0,0.0,0.0,118.2,160.0
118,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,3.0,3.81,1.19,1.425,161.0,24.5,0.0,0.0,132.0,37.05
119,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,3.62,2.98,1.19,1.1,163.0,156.0,0.0,0.0,146.2,136.0
120,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,2.9,4.359999999999999,1.12,1.17,125.0,54.5,0.0,0.0,145.2,65.55
121,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,2.44,5.12,0.9650000000000001,1.27,109.5,137.0,0.0,0.0,103.0,160.0
122,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,4.25,5.34,1.3,1.15,132.0,31.0,0.0,0.0,118.2,59.0
123,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,3.62,2.98,1.19,1.1,163.0,156.0,0.0,0.0,146.2,136.0
124,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,2.9,4.359999999999999,1.12,1.17,125.0,54.5,0.0,0.0,145.2,65.55
125,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,-3039.78,29.5,4.63,6166,5551,1436,281,17,200,487,1267,0.259,0.325,0.424,0.7490000000000001,2351,78,1084,2.44,5.34,0.9650000000000001,1.15,109.5,31.0,0.0,0.0,103.0,59.0
126,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,1260.34,28.3,4.28,6147,5478,1340,226,32,228,545,1538,0.245,0.317,0.42200000000000004,0.7390000000000001,2314,55,1114,5.22,3.66,1.43,1.22,146.0,128.0,0.0,0.0,153.1,179.1
127,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,0,1260.34,28.3,4.28,6147,5478,1340,226,32,228,545,1538,0.245,0.317,0.42200000000000004,0.7390000000000001,2314,55,1114,3.62,4.04,1.19,1.33,163.0,119.0,0.0,0.0,146.2,129.1
128,28.8,5.53,6271.0,5611.0,1581.0,346.0,20.0,238.0,509.0,1087.0,0.282,0.34600000000000003,0.478,0.823,2681.0,70.0,1094.0,1,1260.34,28.3,4.28,6147,5478,1340,226,32,228,545,1538,0.245,0.317,0.42200000000000004,0.7390000000000001,2314,55,1114,4.77,4.5,1.33,1.37,98.0,76.0,0.0,0.0,109.1,86.0
